Company_Name,Sector,Funding_round,Amount_raised,Sub-sector,Source Website
Kate Farms,Foodtech,Series C,$75MM,Agtech,https://forgeglobal.com/search-companies/?page=170
Kateeva,Consumer & Lifestyle,Series F,$142.89MM,Consumer Electronics,https://forgeglobal.com/search-companies/?page=153
Katerra,Industrial,--,--,Construction,https://forgeglobal.com/search-companies/?page=145
Kavak,Consumer & Lifestyle,--,--,E-commerce,https://forgeglobal.com/search-companies/?page=23
Kaycha Group,Consumer & Lifestyle,--,--,Cannabis & Tobacco,https://forgeglobal.com/search-companies/?page=162
Kbp Biosciences,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=163
Keap,Enterprise Software,Series D-a,$2.99MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=152
Kendra Scott,Consumer & Lifestyle,Series A,$30MM,Clothing  Fashion  Beauty & Apparel,https://forgeglobal.com/search-companies/?page=68
Kenna Security,Enterprise Software,--,--,Cybersecurity,https://forgeglobal.com/search-companies/?page=163
Kensho Technologies,Enterprise Software,--,--,Data Intelligence,https://forgeglobal.com/search-companies/?page=128
Kentik,Enterprise Software,Series C,$60.33MM,Cloud / Networking Infrastructure,https://forgeglobal.com/search-companies/?page=13
Kepler Computing,Technology Hardware,Series D-1,$351.34MM,Computing Hardware,https://forgeglobal.com/search-companies/?page=19
Kettle,Enterprise Software,,,Data Intelligence,https://forgeglobal.com/search-companies/?page=8
Keychain,Industrial,Series A-3,$30MM,Manufacturing,https://forgeglobal.com/search-companies/?page=155
Kiavi,Fintech,Series D,$117.25MM,Lending,https://forgeglobal.com/search-companies/?page=133
Kickstarter,Consumer & Lifestyle,Series D,$100MM,Other Consumer & Lifestyle,https://forgeglobal.com/search-companies/?page=44
Kiddom,Education,Series C,$35MM,Other Education,https://forgeglobal.com/search-companies/?page=109
Kika,Consumer & Lifestyle,--,--,Entertainment,https://forgeglobal.com/search-companies/?page=100
Kin,Fintech,Series E,$50MM,Insurance,https://forgeglobal.com/search-companies/?page=8
Kindbody,Healthcare,Series E-1,$79.37MM,Healthcare Providers & Services,https://forgeglobal.com/search-companies/?page=54
Kindred,Real Estate,Series C,$85MM,Real Estate Products & Services,https://forgeglobal.com/search-companies/?page=44
Kiswe,Consumer & Lifestyle,Series C,$5.04MM,Entertainment,https://forgeglobal.com/search-companies/?page=125
Kite Hill,Foodtech,Series C-1,$10MM,Animal-Free Protein,https://forgeglobal.com/search-companies/?page=76
Kiteworks,Enterprise Software,Series 6,$228MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=14
Klarity,Fintech,Series B,$70MM,Fintech Software,https://forgeglobal.com/search-companies/?page=45
Klarna,Fintech,--,--,Lending,https://forgeglobal.com/search-companies/?page=41
Klaviyo,Enterprise Software,--,--,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=128
Kneron,Enterprise Software,--,--,Data Intelligence,https://forgeglobal.com/search-companies/?page=34
Knightscope,Industrial,Series S,$3.75MM,Robotics,https://forgeglobal.com/search-companies/?page=61
Knock,Fintech,Series BB,$9.83MM,Lending,https://forgeglobal.com/search-companies/?page=111
Knoetic,Enterprise Software,Series B,$36MM,Human Resources,https://forgeglobal.com/search-companies/?page=139
Knotel  Inc.,Real Estate,Series C,$301.65MM,Real Estate Software,https://forgeglobal.com/search-companies/?page=151
Knowde,Consumer & Lifestyle,Series C,$60MM,E-commerce,https://forgeglobal.com/search-companies/?page=33
Kobalt Music,Consumer & Lifestyle,--,--,Entertainment,https://forgeglobal.com/search-companies/?page=128
KoBold Metals,Industrial,Series C-Prime,$163.43MM,Industrial Software,https://forgeglobal.com/search-companies/?page=6
Kodiak Robotics,Transportation,Series B-2,$92.24MM,Autonomous Vehicles,https://forgeglobal.com/search-companies/?page=119
Kodif,Enterprise Software,--,--,Other Enterprise Software,https://forgeglobal.com/search-companies/?page=145
Kojo,Industrial,Series C,$38.95MM,Industrial Software,https://forgeglobal.com/search-companies/?page=156
Koloma,Energy,Series B-1,$215MM,Energy Efficiency,https://forgeglobal.com/search-companies/?page=59
Komodo Health,Healthcare,Series F,$50MM,Healthcare Providers & Services,https://forgeglobal.com/search-companies/?page=27
Komprise,Enterprise Software,--,--,Data Management / Storage,https://forgeglobal.com/search-companies/?page=88
Kong,Enterprise Software,Series E,$100MM,Software Development,https://forgeglobal.com/search-companies/?page=13
Kontakt.io,Enterprise Software,--,--,Data Intelligence,https://forgeglobal.com/search-companies/?page=62
Kore.ai,Enterprise Software,Series D,$150MM,Productivity,https://forgeglobal.com/search-companies/?page=24
Korro Bio,Healthcare,Series B-2,$45.12MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=84
Krafton,Consumer & Lifestyle,--,--,Gaming,https://forgeglobal.com/search-companies/?page=145
Krea,Enterprise Software,Series B,$46.96MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=74
Kredivo Holdings,Fintech,--,--,Lending,https://forgeglobal.com/search-companies/?page=70
Kriya Therapeutics,Healthcare,Series D,$320.82MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=47
KSQ Therapeutics,Healthcare,Series D-1,$160.03MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=7
Kuaishou,Consumer & Lifestyle,--,--,Social,https://forgeglobal.com/search-companies/?page=100
Kueski,Fintech,--,--,Lending,https://forgeglobal.com/search-companies/?page=17
Kumo AI,Enterprise Software,Series B,$18.17MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=50
Kumquat Biosciences,Healthcare,Series A-2,$30MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=119
Kumu Networks,Enterprise Software,--,--,Cloud / Networking Infrastructure,https://forgeglobal.com/search-companies/?page=163
Kushki,Fintech,--,--,Payments,https://forgeglobal.com/search-companies/?page=113
Kyber Network,Fintech,--,--,Other Fintech,https://forgeglobal.com/search-companies/?page=145
Kymeta,Technology Hardware,Series D-1,$60MM,Communications Equipment,https://forgeglobal.com/search-companies/?page=67
Kyruus,Healthcare,Series E,$35.1MM,Healthcare Providers & Services,https://forgeglobal.com/search-companies/?page=155
Kyte,Consumer & Lifestyle,Series C-1,$29.92MM,E-commerce,https://forgeglobal.com/search-companies/?page=158
L-Nutra,Consumer & Lifestyle,Series D-2,$64.28MM,Clothing  Fashion  Beauty & Apparel,https://forgeglobal.com/search-companies/?page=49
L18 Holdings,Foodtech,--,--,Food Products & Services,https://forgeglobal.com/search-companies/?page=113
Labelbox,Enterprise Software,Series D,$114MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=28
Lacework,Enterprise Software,Series D,$1.36B,Cybersecurity,https://forgeglobal.com/search-companies/?page=90
Ladder,Fintech,Series E,$23MM,Insurance,https://forgeglobal.com/search-companies/?page=73
Lakera AI,Enterprise Software,--,--,Cybersecurity,https://forgeglobal.com/search-companies/?page=31
LambdaTest,Enterprise Software,Series D-3,$10MM,Software Development,https://forgeglobal.com/search-companies/?page=74
Landing,Consumer & Lifestyle,Series C-3,$22MM,Travel & Hospitality,https://forgeglobal.com/search-companies/?page=49
Landis,Real Estate,--,--,Real Estate Products & Services,https://forgeglobal.com/search-companies/?page=146
LangChain,Enterprise Software,Series B,$125MM,Software Development,https://forgeglobal.com/search-companies/?page=20
Lanistar,Industrial,--,--,Other Industrial,https://forgeglobal.com/search-companies/?page=163
Lark,Healthcare,Series D,$100MM,Digital Health,https://forgeglobal.com/search-companies/?page=105
Last Energy,Energy,Series C,$104.58MM,Clean Energy,https://forgeglobal.com/search-companies/?page=18
Latch,Consumer & Lifestyle,Series B-1,$67.81MM,Consumer Electronics,https://forgeglobal.com/search-companies/?page=136
Latigo Bio,Healthcare,Series B,$150MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=170
Latitude,Consumer & Lifestyle,--,--,Gaming,https://forgeglobal.com/search-companies/?page=51
Lattice,Enterprise Software,Series F,$175MM,Human Resources,https://forgeglobal.com/search-companies/?page=27
Lattice Engines,Enterprise Software,Series E,$8.05MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=141
LaunchDarkly,Enterprise Software,Series D,$199.55MM,Software Development,https://forgeglobal.com/search-companies/?page=18
Laurel,Enterprise Software,Series C,$99.14MM,Productivity,https://forgeglobal.com/search-companies/?page=94
LawVu,Enterprise Software,--,--,Business Operations,https://forgeglobal.com/search-companies/?page=78
LayerZero,Fintech,--,--,Blockchain,https://forgeglobal.com/search-companies/?page=163
LB Pharmaceuticals,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=146
Leaf Logistics,Industrial,Series 1,$7.32MM,Logistics,https://forgeglobal.com/search-companies/?page=158
Leaf Trade,Enterprise Software,--,--,Business Operations,https://forgeglobal.com/search-companies/?page=128
LeafLink,Consumer & Lifestyle,Series D,$125MM,Cannabis & Tobacco,https://forgeglobal.com/search-companies/?page=97
LeanData,Enterprise Software,--,--,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=163
LeanIX,Enterprise Software,--,--,Other Enterprise Software,https://forgeglobal.com/search-companies/?page=146
LeanTaaS,Healthcare,Series D-2,$99.66MM,Healthcare Software,https://forgeglobal.com/search-companies/?page=153
Leap,Energy,--,--,Other Energy,https://forgeglobal.com/search-companies/?page=100
Learneo,Education,Series C,$380MM,E-Learning,https://forgeglobal.com/search-companies/?page=14
Ledgebrook,Fintech,Series C-4,$42.2MM,Blockchain Software,https://forgeglobal.com/search-companies/?page=47
Ledger,Fintech,--,--,Blockchain,https://forgeglobal.com/search-companies/?page=31
Ledger Investing,Fintech,Series B,$75MM,Insurance,https://forgeglobal.com/search-companies/?page=138
Legalzoom,Consumer & Lifestyle,--,--,Consumer Applications,https://forgeglobal.com/search-companies/?page=70
Legion,Enterprise Software,Series D,$50MM,Human Resources,https://forgeglobal.com/search-companies/?page=55
Leia,Consumer & Lifestyle,Series D,$276.86MM,Consumer Electronics,https://forgeglobal.com/search-companies/?page=52
Lemonade,Fintech,Series D,$175MM,Insurance,https://forgeglobal.com/search-companies/?page=57
Lendable,Fintech,--,--,Lending,https://forgeglobal.com/search-companies/?page=78
Lendbuzz,Fintech,Series D-1A,$1.53MM,Lending,https://forgeglobal.com/search-companies/?page=58
LendUp,Fintech,Series C,$47.5MM,Lending,https://forgeglobal.com/search-companies/?page=119
Lenskart,Consumer & Lifestyle,--,--,Clothing  Fashion  Beauty & Apparel,https://forgeglobal.com/search-companies/?page=41
LeoLabs,Industrial,Series B,$94MM,Aerospace & Defense,https://forgeglobal.com/search-companies/?page=16
Lessen,Consumer & Lifestyle,Series C,$399.28MM,E-commerce,https://forgeglobal.com/search-companies/?page=151
letgo,Consumer & Lifestyle,--,--,E-commerce,https://forgeglobal.com/search-companies/?page=146
LetsGetChecked,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=56
Letter AI,Enterprise Software,Series B,$40MM,Productivity,https://forgeglobal.com/search-companies/?page=173
Levelpath,Enterprise Software,Series B,$58.5MM,Productivity,https://forgeglobal.com/search-companies/?page=83
Levels,Healthcare,Series A-1,$46.01MM,Medical Devices,https://forgeglobal.com/search-companies/?page=28
LevelTen Energy,Fintech,Series D,$40MM,Fintech Software,https://forgeglobal.com/search-companies/?page=109
Lever,Enterprise Software,Series D-1,$40MM,Human Resources,https://forgeglobal.com/search-companies/?page=94
Levitate,Enterprise Software,--,--,Productivity,https://forgeglobal.com/search-companies/?page=100
Life Biosciences,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=2
Life Biosciences,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=2
Liftoff Mobile,Enterprise Software,--,--,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=51
Light Field Lab,Consumer & Lifestyle,--,--,Gaming,https://forgeglobal.com/search-companies/?page=78
Lighter,Consumer & Lifestyle,Series B,$68MM,Social,https://forgeglobal.com/search-companies/?page=92
Lightmatter,Technology Hardware,Series D,$359.55MM,Computing Hardware,https://forgeglobal.com/search-companies/?page=2
Lightmatter,Technology Hardware,Series D,$359.55MM,Computing Hardware,https://forgeglobal.com/search-companies/?page=2
Lightmatter Innovation,Enterprise Software,--,--,Data Intelligence,https://forgeglobal.com/search-companies/?page=20
Lightning AI,Enterprise Software,Series B-1,$42.52MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=107
Lightricks,Consumer & Lifestyle,--,--,Media,https://forgeglobal.com/search-companies/?page=34
Lightspark,Fintech,Series A,$175MM,Blockchain,https://forgeglobal.com/search-companies/?page=65
Lightspeed POS,Fintech,--,--,Other Fintech,https://forgeglobal.com/search-companies/?page=146
LightStep,Enterprise Software,Series C,$66.5MM,Cloud / Networking Infrastructure,https://forgeglobal.com/search-companies/?page=173
Lightup AI,Enterprise Software,--,--,Data Management / Storage,https://forgeglobal.com/search-companies/?page=100
Lightyear,Enterprise Software,Series B-7,$16MM,Business Operations,https://forgeglobal.com/search-companies/?page=60
Lila Sciences,Enterprise Software,Series A,$550MM,Software Development,https://forgeglobal.com/search-companies/?page=39
Lilac Solutions,Industrial,Series C,$82.86MM,Materials,https://forgeglobal.com/search-companies/?page=16
Lili,Fintech,Series B,$55.03MM,Digital Banking,https://forgeglobal.com/search-companies/?page=68
Lilium Aviation,Industrial,--,--,Aerospace & Defense,https://forgeglobal.com/search-companies/?page=146
Limble Solutions,Industrial,Series B,$79.12MM,Industrial Software,https://forgeglobal.com/search-companies/?page=94
Lime,Transportation,Series 3,$85MM,Ridesharing,https://forgeglobal.com/search-companies/?page=19
Limit Break,Fintech,Series B,$190.75MM,Blockchain Software,https://forgeglobal.com/search-companies/?page=91
Limitless,Enterprise Software,Series A,$16.43MM,Communication & Collaboration Software,https://forgeglobal.com/search-companies/?page=95
Linden Lab,Industrial,--,--,Augmented / Virtual Reality,https://forgeglobal.com/search-companies/?page=128
Linear,Enterprise Software,Series C,$82.25MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=91
Lingokids,Education,--,--,Education Software,https://forgeglobal.com/search-companies/?page=163
LinkSquares,Enterprise Software,Series C,$100MM,Business Operations,https://forgeglobal.com/search-companies/?page=134
Linktree,Consumer & Lifestyle,--,--,Media,https://forgeglobal.com/search-companies/?page=20
Linqto,Industrial,--,--,Industrial Software,https://forgeglobal.com/search-companies/?page=46
Linus Health,Healthcare,Series B-1,$43.94MM,Digital Health,https://forgeglobal.com/search-companies/?page=155
Liqid,Enterprise Software,Series A-1,$7.44MM,Cloud / Networking Infrastructure,https://forgeglobal.com/search-companies/?page=157
LIQID Investments,Fintech,--,--,Personal Finance,https://forgeglobal.com/search-companies/?page=146
Liquid AI,Enterprise Software,Series A,$250MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=29
